Region label,Raw Surface label,Region name,Hemi,Centroid R,Centroid A,Centroid S,DK Region Name,DK Overlap Ratio,AAL Region Name,AAL Overlap Ratio,HarvardOxford Region Name,HarvardOxford Overlap Ratio,MICCAI Region Name,MICCAI Overlap Ratio,BN Region Name,BN Overlap Ratio,Glasser Region Name,Glasser Overlap Ratio,Schaefer200 Region Name,Schaefer200 Overlap Ratio,Schaefer400 Region Name,Schaefer400 Overlap Ratio,Yeo7 Region Name,Yeo7 Overlap Ratio,Yeo17 Region Name,Yeo17 Overlap Ratio
2907,10061618,lh__superiorfrontal__353,Left,-6,52,28,lh_superiorfrontal,1,Frontal_Sup_Medial_L,1,Superior Frontal Gyrus_Left,0.885245902,Left_MSFG,0.606557377,L_A10m,0.786885246,L_9m_ROI,1,7Networks_LH_Default_PFC_7,0.852459016,7Networks_LH_Default_PFC_13,0.852459016,Left Default,0.852459016,Left Default B,0.852459016
2908,12348495,lh__superiorfrontal__354,Left,-4,55,29,lh_superiorfrontal,1,Frontal_Sup_Medial_L,1,Superior Frontal Gyrus_Left,0.882352941,Left_MSFG,0.773109244,L_A10m,0.764705882,L_9m_ROI,1,7Networks_LH_Default_PFC_7,0.957983193,7Networks_LH_Default_PFC_13,0.957983193,Left Default,0.974789916,Left Default B,0.974789916
2909,749861,lh__superiorfrontal__355,Left,-21,24,55,lh_superiorfrontal,1,Frontal_Sup_L,0.663366337,Superior Frontal Gyrus_Left,1,Left_SFG,0.98019802,L_A8dl,0.99009901,L_s6-8_ROI,1,7Networks_LH_Default_PFC_12,0.920792079,7Networks_LH_Default_PFC_22,0.871287129,Left Default,0.900990099,Left Default A,0.861386139
2910,446639,lh__superiorfrontal__356,Left,-21,25,58,lh_superiorfrontal,1,Frontal_Sup_L,0.9,Superior Frontal Gyrus_Left,1,Left_SFG,0.985714286,L_A8dl,0.871428571,L_s6-8_ROI,1,7Networks_LH_Default_PFC_12,0.8,7Networks_LH_Default_PFC_22,0.528571429,Left Default,0.942857143,Left Default A,0.557142857
2911,16479895,lh__superiorfrontal__357,Left,-13,32,51,lh_superiorfrontal,1,Frontal_Sup_L,0.975609756,Superior Frontal Gyrus_Left,1,Left_SFG,0.829268293,L_A8dl,0.926829268,L_8BL_ROI,1,7Networks_LH_Default_PFC_9,0.609756098,7Networks_LH_Default_PFC_19,0.268292683,Left Default,0.609756098,Left Default B,0.609756098
2912,11547706,lh__superiorfrontal__358,Left,-4,56,24,lh_superiorfrontal,1,Frontal_Sup_Medial_L,1,Superior Frontal Gyrus_Left,0.736,Left_MSFG,0.856,L_A10m,0.928,L_9m_ROI,1,7Networks_LH_Default_PFC_7,0.992,7Networks_LH_Default_PFC_13,0.968,Left Default,0.992,Left Default B,0.992
2913,13426577,lh__superiorfrontal__359,Left,-4,52,23,lh_superiorfrontal,1,Frontal_Sup_Medial_L,1,Superior Frontal Gyrus_Left,0.695652174,Left_MSFG,0.852173913,L_A10m,0.991304348,L_9m_ROI,1,7Networks_LH_Default_PFC_7,0.991304348,7Networks_LH_Default_PFC_13,0.991304348,Left Default,0.991304348,Left Default B,0.991304348
2914,16344246,lh__superiorfrontal__360,Left,-10,26,59,lh_superiorfrontal,1,Frontal_Sup_Medial_L,0.684210526,Superior Frontal Gyrus_Left,0.98245614,Left_SFG,0.736842105,L_A8dl,0.649122807,L_SFL_ROI,0.964912281,7Networks_LH_Default_PFC_13,0.98245614,7Networks_LH_Default_PFC_23,0.98245614,Left Default,0.98245614,Left Default B,0.98245614
2915,15149880,lh__superiorfrontal__361,Left,-9,25,60,lh_superiorfrontal,1,Frontal_Sup_Medial_L,0.54,Superior Frontal Gyrus_Left,1,Left_SFG,0.78,L_A8dl,0.44,L_SFL_ROI,1,7Networks_LH_Default_PFC_13,1,7Networks_LH_Default_PFC_23,1,Left Default,1,Left Default B,1
2916,1804538,lh__superiorfrontal__362,Left,-16,27,57,lh_superiorfrontal,1,Frontal_Sup_L,1,Superior Frontal Gyrus_Left,0.976190476,Left_SFG,0.952380952,L_A8dl,0.936507937,L_s6-8_ROI,0.619047619,7Networks_LH_Default_PFC_13,0.555555556,7Networks_LH_Default_PFC_23,0.785714286,Left Default,0.841269841,Left Default B,0.80952381
2917,11284591,lh__superiorfrontal__363,Left,-21,27,55,lh_superiorfrontal,1,Frontal_Sup_L,0.651685393,Superior Frontal Gyrus_Left,1,Left_SFG,0.97752809,L_A8dl,1,L_s6-8_ROI,1,7Networks_LH_Default_PFC_12,0.820224719,7Networks_LH_Default_PFC_22,0.651685393,Left Default,0.887640449,Left Default A,0.764044944
2918,13868098,lh__superiorfrontal__364,Left,-17,26,59,lh_superiorfrontal,1,Frontal_Sup_L,1,Superior Frontal Gyrus_Left,1,Left_SFG,0.982758621,L_A8dl,0.948275862,L_s6-8_ROI,1,7Networks_LH_Default_PFC_13,0.948275862,7Networks_LH_Default_PFC_23,1,Left Default,1,Left Default B,1
2919,3948143,lh__superiorfrontal__365,Left,-5,30,40,lh_superiorfrontal,1,Frontal_Sup_Medial_L,1,Paracingulate Gyrus_Left,0.75,Left_MSFG,0.833333333,L_A9m,0.976190476,L_8BM_ROI,1,7Networks_LH_Default_PFC_10,0.952380952,7Networks_LH_Cont_PFCmp_1,0.952380952,Left Control,0.952380952,Left Control B,0.928571429
2920,2901508,lh__superiorfrontal__366,Left,-5,32,42,lh_superiorfrontal,1,Frontal_Sup_Medial_L,1,Superior Frontal Gyrus_Left,0.576271186,Left_MSFG,0.677966102,L_A9m,0.991525424,L_8BM_ROI,1,7Networks_LH_Default_PFC_10,0.940677966,7Networks_LH_Cont_PFCmp_1,0.940677966,Left Control,0.915254237,Left Control B,0.940677966
2921,3628135,lh__superiorfrontal__367,Left,-15,8,64,lh_superiorfrontal,1,Frontal_Sup_L,0.523076923,Superior Frontal Gyrus_Left,0.953846154,Left_SFG,0.907692308,L_A6dl,0.830769231,L_6ma_ROI,1,7Networks_LH_Default_PFC_13,0.6,7Networks_LH_Default_PFC_24,0.538461538,Left Control,0.661538462,Left Salience / Ventral Attention B,0.769230769
2922,3182096,lh__superiorfrontal__368,Left,-17,8,66,lh_superiorfrontal,1,Frontal_Sup_L,0.834951456,Superior Frontal Gyrus_Left,1,Left_SFG,0.873786408,L_A6dl,0.854368932,L_6ma_ROI,1,7Networks_LH_DorsAttn_FEF_2,0.631067961,7Networks_LH_DorsAttn_FEF_4,0.766990291,Left Control,0.737864078,Left Salience / Ventral Attention B,0.893203883
2923,8447344,lh__superiorfrontal__369,Left,-9,32,56,lh_superiorfrontal,1,Frontal_Sup_Medial_L,0.961538462,Superior Frontal Gyrus_Left,1,Left_SFG,0.743589744,L_A9l,0.961538462,L_8BL_ROI,1,7Networks_LH_Default_PFC_9,0.576923077,7Networks_LH_Default_PFC_23,0.923076923,Left Default,0.961538462,Left Default B,0.961538462
2924,7821130,lh__superiorfrontal__370,Left,-8,31,58,lh_superiorfrontal,1,Frontal_Sup_Medial_L,1,Superior Frontal Gyrus_Left,1,Left_SFG,0.844444444,L_A9l,1,L_8BL_ROI,1,7Networks_LH_Default_PFC_13,0.955555556,7Networks_LH_Default_PFC_23,1,Left Default,1,Left Default B,1
2925,4585305,lh__superiorfrontal__371,Left,-12,35,52,lh_superiorfrontal,1,Frontal_Sup_L,0.707317073,Superior Frontal Gyrus_Left,0.987804878,Left_SFG,0.817073171,L_A9l,0.56097561,L_8BL_ROI,1,7Networks_LH_Default_PFC_9,0.743902439,7Networks_LH_Default_PFC_18,0.731707317,Left Default,0.743902439,Left Default B,0.743902439
2926,13467442,lh__superiorfrontal__372,Left,-10,37,52,lh_superiorfrontal,1,Frontal_Sup_Medial_L,0.777777778,Superior Frontal Gyrus_Left,0.888888889,Left_SFG,0.805555556,L_A9l,0.958333333,L_8BL_ROI,1,7Networks_LH_Default_PFC_9,0.75,7Networks_LH_Default_PFC_18,0.75,Left Default,0.75,Left Default B,0.75
2927,397032,lh__superiorfrontal__373,Left,-9,19,63,lh_superiorfrontal,1,Supp_Motor_Area_L,1,Superior Frontal Gyrus_Left,0.98989899,Left_SFG,0.747474747,L_A8m,0.515151515,L_SFL_ROI,1,7Networks_LH_Default_PFC_13,0.97979798,7Networks_LH_Default_PFC_23,0.666666667,Left Default,0.97979798,Left Default B,0.97979798
2928,6683705,lh__superiorfrontal__374,Left,-11,20,62,lh_superiorfrontal,1,Supp_Motor_Area_L,1,Superior Frontal Gyrus_Left,1,Left_SFG,0.820512821,L_A8dl,0.820512821,L_SFL_ROI,1,7Networks_LH_Default_PFC_13,1,7Networks_LH_Default_PFC_23,0.897435897,Left Default,1,Left Default B,1
2929,5859620,lh__superiorfrontal__375,Left,-20,23,60,lh_superiorfrontal,1,Frontal_Sup_L,0.948453608,Superior Frontal Gyrus_Left,1,Left_SFG,1,L_A8dl,0.979381443,L_s6-8_ROI,1,7Networks_LH_Default_PFC_12,0.546391753,7Networks_LH_Default_PFC_22,0.546391753,Left Default,0.93814433,Left Default B,0.453608247
2930,796945,lh__superiorfrontal__376,Left,-21,21,61,lh_superiorfrontal,1,Frontal_Sup_L,0.9125,Superior Frontal Gyrus_Left,1,Left_SFG,0.9625,L_A8dl,0.9875,L_s6-8_ROI,1,7Networks_LH_Default_PFC_12,0.75,7Networks_LH_Default_PFC_22,0.65,Left Default,0.6875,Left Control B,0.6625
2931,12535277,lh__superiorfrontal__377,Left,-11,11,63,lh_superiorfrontal,1,Supp_Motor_Area_L,1,Superior Frontal Gyrus_Left,0.741176471,Left_SFG,0.670588235,L_A8dl,0.423529412,L_SFL_ROI,0.882352941,7Networks_LH_Default_PFC_13,0.870588235,7Networks_LH_Default_PFC_24,0.870588235,Left Default,0.870588235,Left Default B,0.776470588
2932,12299700,lh__superiorfrontal__378,Left,-9,12,66,lh_superiorfrontal,1,Supp_Motor_Area_L,1,Superior Frontal Gyrus_Left,1,Left_SFG,0.779661017,L_A8dl,0.508474576,L_SFL_ROI,1,7Networks_LH_Default_PFC_13,1,7Networks_LH_Default_PFC_24,1,Left Default,1,Left Default B,0.915254237
2933,15197531,lh__superiorparietal__1,Left,-36,-53,59,lh_superiorparietal,1,Parietal_Sup_L,0.858333333,Superior Parietal Lobule_Left,0.970833333,Left_SPL,0.870833333,L_A5l,0.870833333,L_7PC_ROI,0.683333333,7Networks_LH_DorsAttn_Post_6,0.6125,7Networks_LH_DorsAttn_Post_12,0.804166667,Left Dorsal Attention,0.845833333,Left Dorsal Attention A,0.620833333
2934,1000445,lh__superiorparietal__2,Left,-6,-90,22,lh_superiorparietal,1,Cuneus_L,0.99408284,Occipital Pole_Left,0.603550296,Left_Cun,0.568047337,L_msOccG,0.786982249,L_V3_ROI,0.840236686,7Networks_LH_Vis_13,0.964497041,7Networks_LH_Vis_25,0.75147929,Left Visual,0.976331361,Left Visual Peripheral (Visual B),0.934911243
2935,10516083,lh__superiorparietal__3,Left,-20,-49,59,lh_superiorparietal,1,Parietal_Sup_L,0.389830508,Superior Parietal Lobule_Left,0.86440678,Left_SPL,0.220338983,L_A7pc,0.694915254,L_7AL_ROI,0.898305085,7Networks_LH_SomMot_11,0.338983051,7Networks_LH_SomMot_27,0.338983051,Left Somatomotor,0.440677966,Left Somatomotor A,0.406779661
2936,12736965,lh__superiorparietal__4,Left,-21,-60,53,lh_superiorparietal,1,Parietal_Sup_L,1,"Lateral Occipital Cortex, superior division_Left",0.544303797,Left_SPL,0.873417722,L_A7ip,0.82278481,L_VIP_ROI,0.670886076,7Networks_LH_DorsAttn_Post_3,0.341772152,7Networks_LH_DorsAttn_Post_7,0.417721519,Left Dorsal Attention,0.569620253,Left Dorsal Attention A,0.569620253
2937,14849275,lh__superiorparietal__5,Left,-17,-81,43,lh_superiorparietal,1,Occipital_Sup_L,0.912751678,"Lateral Occipital Cortex, superior division_Left",1,Left_SOG,0.872483221,L_lsOccG,0.946308725,L_DVT_ROI,0.543624161,7Networks_LH_Vis_13,0.691275168,7Networks_LH_Vis_30,0.597315436,Left Visual,1,Left Visual Peripheral (Visual B),0.926174497
2938,11320275,lh__superiorparietal__6,Left,-32,-39,49,lh_superiorparietal,1,Postcentral_L,0.684210526,Superior Parietal Lobule_Left,0.421052632,Left_SPL,0.236842105,L_A5l,0.605263158,L_2_ROI,1,7Networks_LH_DorsAttn_Post_5,0.763157895,7Networks_LH_DorsAttn_Post_11,0.736842105,Left Dorsal Attention,0.710526316,Left Dorsal Attention B,0.736842105
2939,8057638,lh__superiorparietal__7,Left,-29,-59,48,lh_superiorparietal,1,Parietal_Sup_L,0.613402062,"Lateral Occipital Cortex, superior division_Left",0.551546392,Left_SPL,0.639175258,L_A7ip,0.703608247,L_LIPd_ROI,1,7Networks_LH_Cont_Par_2,0.378865979,7Networks_LH_DorsAttn_Post_10,0.845360825,Left Dorsal Attention,0.801546392,Left Control A,0.618556701
2940,4224457,lh__superiorparietal__8,Left,-8,-62,56,lh_superiorparietal,1,Precuneus_L,1,Precuneous Cortex_Left,0.709923664,Left_PCu,0.374045802,L_A7m,0.870229008,L_7Am_ROI,1,7Networks_LH_DorsAttn_Post_9,0.93129771,7Networks_LH_Cont_pCun_2,0.511450382,Left Dorsal Attention,0.755725191,Left Control C,0.595419847
2941,10633161,lh__superiorparietal__9,Left,-8,-60,62,lh_superiorparietal,1,Precuneus_L,1,Precuneous Cortex_Left,0.673076923,Left_SPL,0.610576923,L_A7m,0.586538462,L_7Am_ROI,0.927884615,7Networks_LH_DorsAttn_Post_9,0.961538462,7Networks_LH_DorsAttn_Post_15,0.932692308,Left Dorsal Attention,0.985576923,Left Dorsal Attention B,0.975961538
2942,11296371,lh__superiorparietal__10,Left,-23,-71,34,lh_superiorparietal,1,Occipital_Sup_L,0.950920245,"Lateral Occipital Cortex, superior division_Left",0.90797546,Left_SPL,0.668711656,L_lsOccG,0.932515337,L_IPS1_ROI,1,7Networks_LH_DorsAttn_Post_3,0.950920245,7Networks_LH_DorsAttn_Post_5,0.932515337,Left Dorsal Attention,0.889570552,Left Dorsal Attention A,0.950920245
2943,301790,lh__superiorparietal__11,Left,-32,-43,42,lh_superiorparietal,1,Parietal_Inf_L,0.758064516,Superior Parietal Lobule_Left,0.532258065,Left_SPL,0.85483871,L_A5l,0.919354839,L_AIP_ROI,1,7Networks_LH_DorsAttn_Post_6,0.919354839,7Networks_LH_DorsAttn_Post_9,0.919354839,Left Dorsal Attention,0.919354839,Left Control A,0.887096774
2944,8788890,lh__superiorparietal__12,Left,-7,-75,47,lh_superiorparietal,1,Precuneus_L,0.985365854,Precuneous Cortex_Left,0.92195122,Left_PCu,0.653658537,L_A7c,0.497560976,L_POS2_ROI,0.609756098,7Networks_LH_Cont_pCun_1,0.8,7Networks_LH_Cont_pCun_1,0.829268293,Left Control,0.707317073,Left Control C,0.873170732
2945,9292590,lh__superiorparietal__13,Left,-35,-35,45,lh_superiorparietal,1,Postcentral_L,1,Postcentral Gyrus_Left,0.738461538,Left_PoG,0.738461538,L_A2,0.815384615,L_2_ROI,0.769230769,7Networks_LH_DorsAttn_Post_5,0.938461538,7Networks_LH_DorsAttn_Post_11,0.938461538,Left Dorsal Attention,0.938461538,Left Dorsal Attention B,0.938461538
2946,4137868,lh__superiorparietal__14,Left,-11,-89,26,lh_superiorparietal,1,Cuneus_L,0.712121212,Occipital Pole_Left,0.46969697,Left_SOG,0.348484848,L_msOccG,0.946969697,L_V3A_ROI,1,7Networks_LH_Vis_13,0.575757576,7Networks_LH_Vis_29,0.439393939,Left Visual,0.946969697,Left Visual Peripheral (Visual B),0.856060606
2947,10667163,lh__superiorparietal__15,Left,-22,-42,56,lh_superiorparietal,1,Postcentral_L,0.543478261,Postcentral Gyrus_Left,0.282608696,Left_SPL,0.108695652,L_A7pc,0.934782609,L_2_ROI,1,7Networks_LH_SomMot_11,0.47826087,7Networks_LH_SomMot_27,0.52173913,Left Somatomotor,0.565217391,Left Somatomotor A,0.565217391
2948,10576166,lh__superiorparietal__16,Left,-35,-39,52,lh_superiorparietal,1,Postcentral_L,0.720588235,Superior Parietal Lobule_Left,0.676470588,Left_SPL,0.558823529,L_A2,0.838235294,L_2_ROI,1,7Networks_LH_DorsAttn_Post_5,0.970588235,7Networks_LH_DorsAttn_Post_11,0.941176471,Left Dorsal Attention,0.779411765,Left Dorsal Attention B,0.941176471
2949,14116053,lh__superiorparietal__17,Left,-30,-51,36,lh_superiorparietal,1,Parietal_Inf_L,0.349514563,Superior Parietal Lobule_Left,0.252427184,Left_SPL,0.388349515,L_A5l,0.747572816,L_LIPd_ROI,0.708737864,7Networks_LH_DorsAttn_Post_6,0.660194175,7Networks_LH_DorsAttn_Post_9,0.708737864,Left Control,0.553398058,Left Control A,0.708737864
2950,2424092,lh__superiorparietal__18,Left,-22,-63,48,lh_superiorparietal,1,Parietal_Sup_L,1,"Lateral Occipital Cortex, superior division_Left",0.861538462,Left_SPL,0.984615385,L_A7c,0.876923077,L_MIP_ROI,1,7Networks_LH_DorsAttn_Post_3,0.846153846,7Networks_LH_DorsAttn_Post_7,0.846153846,Left Dorsal Attention,0.846153846,Left Dorsal Attention A,0.846153846
2951,9825229,lh__superiorparietal__19,Left,-7,-61,59,lh_superiorparietal,1,Precuneus_L,1,Precuneous Cortex_Left,0.796116505,Left_PCu,0.40776699,L_A7m,0.796116505,L_7Am_ROI,1,7Networks_LH_DorsAttn_Post_9,1,7Networks_LH_DorsAttn_Post_15,0.893203883,Left Dorsal Attention,0.970873786,Left Dorsal Attention B,0.752427184
2952,9255950,lh__superiorparietal__20,Left,-31,-37,43,lh_superiorparietal,1,Postcentral_L,0.672727273,Postcentral Gyrus_Left,0.2,Left_PoG,0.272727273,L_A5l,0.818181818,L_AIP_ROI,1,7Networks_LH_DorsAttn_Post_5,0.654545455,7Networks_LH_DorsAttn_Post_11,0.690909091,Left Dorsal Attention,0.763636364,Left Dorsal Attention B,0.763636364
2953,337564,lh__superiorparietal__21,Left,-20,-42,62,lh_superiorparietal,1,Parietal_Sup_L,0.723404255,Postcentral Gyrus_Left,0.946808511,Left_PoG,0.361702128,L_A7pc,0.734042553,L_2_ROI,1,7Networks_LH_SomMot_13,0.808510638,7Networks_LH_SomMot_36,0.670212766,Left Somatomotor,0.829787234,Left Somatomotor A,0.829787234
2954,2283182,lh__superiorparietal__22,Left,-21,-70,44,lh_superiorparietal,1,Parietal_Sup_L,1,"Lateral Occipital Cortex, superior division_Left",0.9958159,Left_SPL,0.912133891,L_lsOccG,0.828451883,L_IPS1_ROI,0.891213389,7Networks_LH_DorsAttn_Post_3,0.594142259,7Networks_LH_DorsAttn_Post_7,0.656903766,Left Dorsal Attention,0.953974895,Left Dorsal Attention A,0.949790795
2955,13336927,lh__superiorparietal__23,Left,-28,-52,40,lh_superiorparietal,1,Parietal_Inf_L,0.784090909,Superior Parietal Lobule_Left,0.772727273,Left_SPL,0.6875,L_A5l,0.363636364,L_LIPd_ROI,1,7Networks_LH_DorsAttn_Post_6,0.642045455,7Networks_LH_DorsAttn_Post_9,0.630681818,Left Control,0.477272727,Left Control A,0.795454545
2956,9967448,lh__superiorparietal__24,Left,-5,-82,38,lh_superiorparietal,1,Cuneus_L,0.915343915,Cuneal Cortex_Left,0.862433862,Left_Cun,0.931216931,L_msOccG,0.71957672,L_V3_ROI,0.714285714,7Networks_LH_Vis_13,0.984126984,7Networks_LH_Vis_30,0.746031746,Left Visual,1,Left Visual Peripheral (Visual B),1
2957,15002213,lh__superiorparietal__25,Left,-34,-34,41,lh_superiorparietal,1,Postcentral_L,0.976744186,Postcentral Gyrus_Left,0.325581395,Left_PoG,0.534883721,L_A2,0.325581395,L_AIP_ROI,0.976744186,7Networks_LH_DorsAttn_Post_5,0.744186047,7Networks_LH_DorsAttn_Post_11,0.744186047,Left Dorsal Attention,0.744186047,Left Dorsal Attention B,0.744186047
2958,2147863,lh__superiorparietal__26,Left,-27,-39,53,lh_superiorparietal,1,Postcentral_L,0.911111111,Postcentral Gyrus_Left,0.177777778,Left_PoG,0.4,L_A7pc,0.755555556,L_2_ROI,1,7Networks_LH_SomMot_13,0.4,7Networks_LH_SomMot_29,0.422222222,Left Somatomotor,0.622222222,Left Somatomotor A,0.622222222
2959,11229088,lh__superiorparietal__27,Left,-38,-51,56,lh_superiorparietal,1,Parietal_Inf_L,0.703389831,Superior Parietal Lobule_Left,0.987288136,Left_SPL,0.826271186,L_A5l,0.868644068,L_7PC_ROI,0.93220339,7Networks_LH_DorsAttn_Post_6,0.915254237,7Networks_LH_DorsAttn_Post_12,0.927966102,Left Dorsal Attention,0.927966102,Left Dorsal Attention A,0.508474576
2960,16240755,lh__superiorparietal__28,Left,-25,-50,68,lh_superiorparietal,1,Parietal_Sup_L,0.980582524,Superior Parietal Lobule_Left,0.977346278,Left_SPL,0.922330097,L_A7pc,0.902912621,L_7AL_ROI,0.886731392,7Networks_LH_SomMot_11,0.530744337,7Networks_LH_SomMot_27,0.517799353,Left Somatomotor,0.59223301,Left Dorsal Attention B,0.828478964
2961,4170580,lh__superiorparietal__29,Left,-34,-49,48,lh_superiorparietal,1,Parietal_Inf_L,0.99408284,Superior Parietal Lobule_Left,1,Left_SPL,0.976331361,L_A5l,0.917159763,L_AIP_ROI,0.99408284,7Networks_LH_DorsAttn_Post_6,0.940828402,7Networks_LH_DorsAttn_Post_12,0.485207101,Left Dorsal Attention,0.917159763,Left Dorsal Attention A,0.526627219
2962,5987080,lh__superiorparietal__30,Left,-9,-63,54,lh_superiorparietal,1,Precuneus_L,0.972972973,Precuneous Cortex_Left,0.666666667,Left_PCu,0.36036036,L_A7m,0.900900901,L_7Am_ROI,1,7Networks_LH_DorsAttn_Post_9,0.918918919,7Networks_LH_Cont_pCun_2,0.837837838,Left Dorsal Attention,0.558558559,Left Control C,0.81981982
2963,2013532,lh__superiorparietal__31,Left,-27,-76,20,lh_superiorparietal,1,Occipital_Mid_L,0.278350515,"Lateral Occipital Cortex, superior division_Left",0.783505155,Left_SOG,0.391752577,L_lsOccG,0.731958763,L_V3B_ROI,0.845360825,7Networks_LH_Vis_14,0.855670103,7Networks_LH_Vis_27,0.855670103,Left Visual,0.855670103,Left Visual Central (Visual A),0.855670103
2964,1973319,lh__superiorparietal__32,Left,-28,-70,48,lh_superiorparietal,1,Parietal_Sup_L,0.661290323,"Lateral Occipital Cortex, superior division_Left",1,Left_AnG,0.403225806,L_A39rd,0.782258065,L_IP1_ROI,0.983870968,7Networks_LH_DorsAttn_Post_3,0.5,7Networks_LH_Cont_Par_1,0.435483871,Left Control,0.572580645,Left Control A,0.959677419
2965,11498687,lh__superiorparietal__33,Left,-8,-88,29,lh_superiorparietal,1,Cuneus_L,0.952879581,Cuneal Cortex_Left,0.518324607,Left_SOG,0.293193717,L_msOccG,1,L_V3A_ROI,0.97382199,7Networks_LH_Vis_13,0.97382199,7Networks_LH_Vis_29,0.513089005,Left Visual,1,Left Visual Peripheral (Visual B),1
2966,15325259,lh__superiorparietal__34,Left,-8,-51,70,lh_superiorparietal,1,Precuneus_L,1,Superior Parietal Lobule_Left,0.385869565,Left_SPL,0.461956522,L_A5m,0.777173913,L_7AL_ROI,0.532608696,7Networks_LH_DorsAttn_Post_10,0.891304348,7Networks_LH_DorsAttn_Post_17,0.64673913,Left Dorsal Attention,0.951086957,Left Dorsal Attention B,0.967391304
2967,15724212,lh__superiorparietal__35,Left,-16,-80,35,lh_superiorparietal,1,Cuneus_L,0.877906977,"Lateral Occipital Cortex, superior division_Left",0.319767442,Left_Cun,0.156976744,L_msOccG,0.459302326,L_V6_ROI,0.901162791,7Networks_LH_Vis_13,0.860465116,7Networks_LH_Vis_30,0.86627907,Left Visual,0.901162791,Left Visual Peripheral (Visual B),0.86627907
2968,11082509,lh__superiorparietal__36,Left,-35,-37,48,lh_superiorparietal,1,Postcentral_L,0.6875,Postcentral Gyrus_Left,0.53125,Left_SPL,0.359375,L_A2,0.75,L_2_ROI,1,7Networks_LH_DorsAttn_Post_5,1,7Networks_LH_DorsAttn_Post_11,1,Left Dorsal Attention,0.984375,Left Dorsal Attention B,1
2969,1341668,lh__superiorparietal__37,Left,-12,-92,26,lh_superiorparietal,1,Cuneus_L,0.566666667,Occipital Pole_Left,0.946666667,Left_SOG,0.726666667,L_msOccG,0.993333333,L_V3A_ROI,1,7Networks_LH_Vis_13,0.553333333,7Networks_LH_Vis_29,0.56,Left Visual,1,Left Visual Peripheral (Visual B),0.733333333
2970,4474023,lh__superiorparietal__38,Left,-24,-58,62,lh_superiorparietal,1,Parietal_Sup_L,0.944444444,"Lateral Occipital Cortex, superior division_Left",0.490196078,Left_SPL,0.718954248,L_A7r,0.620915033,L_VIP_ROI,0.950980392,7Networks_LH_DorsAttn_Post_10,0.454248366,7Networks_LH_DorsAttn_Post_16,0.454248366,Left Dorsal Attention,0.787581699,Left Dorsal Attention A,0.588235294
2971,3152070,lh__superiorparietal__39,Left,-27,-61,58,lh_superiorparietal,1,Parietal_Sup_L,1,"Lateral Occipital Cortex, superior division_Left",0.817307692,Left_SPL,0.980769231,L_A7ip,0.961538462,L_LIPv_ROI,0.548076923,7Networks_LH_DorsAttn_Post_8,1,7Networks_LH_DorsAttn_Post_14,0.932692308,Left Dorsal Attention,1,Left Dorsal Attention A,1
2972,6705459,lh__superiorparietal__40,Left,-8,-67,57,lh_superiorparietal,1,Precuneus_L,0.993650794,"Lateral Occipital Cortex, superior division_Left",0.555555556,Left_SPL,0.419047619,L_A7c,0.419047619,L_7Am_ROI,0.892063492,7Networks_LH_DorsAttn_Post_9,0.819047619,7Networks_LH_Cont_pCun_2,0.536507937,Left Dorsal Attention,0.952380952,Left Control C,0.501587302
2973,7336310,lh__superiorparietal__41,Left,-14,-44,74,lh_superiorparietal,1,Precuneus_L,0.607594937,Postcentral Gyrus_Left,1,Left_PoG,0.981012658,L_A7pc,0.455696203,L_5L_ROI,1,7Networks_LH_DorsAttn_Post_10,0.506329114,7Networks_LH_SomMot_32,0.708860759,Left Somatomotor,1,Left Somatomotor A,1
2974,4818287,lh__superiorparietal__42,Left,-21,-68,37,lh_superiorparietal,1,Occipital_Sup_L,0.734265734,"Lateral Occipital Cortex, superior division_Left",0.874125874,Left_SPL,0.608391608,L_lsOccG,0.944055944,L_IPS1_ROI,0.972027972,7Networks_LH_DorsAttn_Post_3,0.902097902,7Networks_LH_DorsAttn_Post_5,0.517482517,Left Dorsal Attention,0.902097902,Left Dorsal Attention A,0.902097902
2975,3251860,lh__superiorparietal__43,Left,-32,-40,43,lh_superiorparietal,1,Parietal_Inf_L,0.69,Superior Parietal Lobule_Left,0.35,Left_SPL,0.11,L_A5l,0.7,L_AIP_ROI,1,7Networks_LH_DorsAttn_Post_6,0.59,7Networks_LH_DorsAttn_Post_9,0.51,Left Dorsal Attention,0.83,Left Dorsal Attention B,0.75
2976,2810848,lh__superiorparietal__44,Left,-8,-72,57,lh_superiorparietal,1,Precuneus_L,1,"Lateral Occipital Cortex, superior division_Left",0.675105485,Left_SPL,0.544303797,L_A7c,0.729957806,L_7PL_ROI,0.902953586,7Networks_LH_DorsAttn_Post_7,0.641350211,7Networks_LH_DorsAttn_Post_13,0.64978903,Left Dorsal Attention,0.957805907,Left Dorsal Attention A,0.594936709
2977,721434,lh__superiorparietal__45,Left,-24,-62,37,lh_superiorparietal,1,Occipital_Mid_L,0.962616822,"Lateral Occipital Cortex, superior division_Left",0.607476636,Left_SPL,0.457943925,L_lsOccG,0.644859813,L_MIP_ROI,0.738317757,7Networks_LH_DorsAttn_Post_3,0.831775701,7Networks_LH_DorsAttn_Post_7,0.644859813,Left Dorsal Attention,0.831775701,Left Dorsal Attention A,0.794392523
