Region label,Region name,Hemi,Centroid R,Centroid A,Centroid S,AAL_Subcortical Region Label,AAL_Subcortical Region Name,AAL_Subcortical Overlap Ratio,AAL_Subcortical Centroid R,AAL_Subcortical Centroid A,AAL_Subcortical Centroid S,BN_Subcortical Region Label,BN_Subcortical Region Name,BN_Subcortical Overlap Ratio,BN_Subcortical Centroid R,BN_Subcortical Centroid A,BN_Subcortical Centroid S,HarvardOxford_Subcortical Region Label,HarvardOxford_Subcortical Region Name,HarvardOxford_Subcortical Overlap Ratio,HarvardOxford_Subcortical Centroid R,HarvardOxford_Subcortical Centroid A,HarvardOxford_Subcortical Centroid S,Tianye Region Label,Tianye Region Name,Tianye Overlap Ratio,Tianye Centroid R,Tianye Centroid A,Tianye Centroid S
633,L__NAC__4,Left,-15,10,-11,7011,Putamen_L,0.5151515151515151,-25,2,1,223,L_NAC,1.0,-17,3,-9,6,Left_Putamen,0.6363636363636364,-25,1,0,40,PUT-VA-lh,0.4696969696969697,-20.0,12.0,-6.0
634,L__NAC__5,Left,-28,-20,-3,7011,Putamen_L,0.07894736842105263,-25,2,1,223,L_NAC,1.0,-17,3,-9,6,Left_Putamen,0.3684210526315789,-25,1,0,42,PUT-VP-lh,0.631578947368421,-28.0,-12.0,0.0
635,L__NAC__6,Left,-10,16,-10,7001,Caudate_L,1.0,-12,9,8,223,L_NAC,1.0,-17,3,-9,11,Left_Accumbens,0.37254901960784315,-9,11,-7,51,NAc-shell-lh,0.5098039215686274,-10.0,10.0,-6.0
636,L__NAC__7,Left,-21,-8,-9,7021,Pallidum_L,0.0,-19,-2,-2,223,L_NAC,1.0,-17,3,-9,10,Left_Amygdala,0.09615384615384616,-23,-5,-18,53,pGP-lh,0.0,-22.0,-8.0,-2.0
637,L__NAC__8,Left,-32,-15,-10,4101,Hippocampus_L,0.23529411764705882,-26,-22,-12,223,L_NAC,1.0,-17,3,-9,6,Left_Putamen,0.058823529411764705,-25,1,0,42,PUT-VP-lh,0.17647058823529413,-28.0,-12.0,0.0
638,L__NAC__9,Left,-13,17,-10,7001,Caudate_L,0.9387755102040817,-12,9,8,223,L_NAC,1.0,-17,3,-9,11,Left_Accumbens,0.14285714285714285,-9,11,-7,52,NAc-core-lh,0.30612244897959184,-12.0,18.0,-2.0
639,L__NAC__10,Left,-23,-2,-9,7011,Putamen_L,0.15384615384615385,-25,2,1,223,L_NAC,1.0,-17,3,-9,6,Left_Putamen,0.038461538461538464,-25,1,0,41,PUT-DA-lh,0.11538461538461539,-24.0,6.0,2.0
640,L__NAC__11,Left,-20,1,-10,7011,Putamen_L,0.34615384615384615,-25,2,1,223,L_NAC,1.0,-17,3,-9,6,Left_Putamen,0.07692307692307693,-25,1,0,40,PUT-VA-lh,0.1346153846153846,-20.0,12.0,-6.0
641,L__NAC__12,Left,-9,8,-14,7001,Caudate_L,0.3442622950819672,-12,9,8,223,L_NAC,1.0,-17,3,-9,11,Left_Accumbens,0.11475409836065574,-9,11,-7,51,NAc-shell-lh,0.18032786885245902,-10.0,10.0,-6.0
642,L__NAC__13,Left,-19,10,-10,7011,Putamen_L,0.7457627118644068,-25,2,1,223,L_NAC,1.0,-17,3,-9,6,Left_Putamen,0.9152542372881356,-25,1,0,40,PUT-VA-lh,0.8983050847457628,-20.0,12.0,-6.0
643,L__NAC__14,Left,-26,-13,-8,7011,Putamen_L,0.058823529411764705,-25,2,1,223,L_NAC,1.0,-17,3,-9,6,Left_Putamen,0.1568627450980392,-25,1,0,42,PUT-VP-lh,0.37254901960784315,-28.0,-12.0,0.0
644,L__NAC__15,Left,-12,20,-7,7001,Caudate_L,1.0,-12,9,8,223,L_NAC,1.0,-17,3,-9,11,Left_Accumbens,0.12903225806451613,-9,11,-7,52,NAc-core-lh,0.41935483870967744,-12.0,18.0,-2.0
645,L__NAC__16,Left,-29,-7,-10,7011,Putamen_L,0.28846153846153844,-25,2,1,223,L_NAC,1.0,-17,3,-9,6,Left_Putamen,0.057692307692307696,-25,1,0,42,PUT-VP-lh,0.3076923076923077,-28.0,-12.0,0.0
646,L__NAC__17,Left,-5,7,-6,7001,Caudate_L,0.9347826086956522,-12,9,8,223,L_NAC,1.0,-17,3,-9,11,Left_Accumbens,0.6521739130434783,-9,11,-7,51,NAc-shell-lh,0.7608695652173914,-10.0,10.0,-6.0
647,L__NAC__18,Left,-22,4,-9,7011,Putamen_L,1.0,-25,2,1,223,L_NAC,1.0,-17,3,-9,6,Left_Putamen,0.8076923076923077,-25,1,0,40,PUT-VA-lh,0.9038461538461539,-20.0,12.0,-6.0
648,L__NAC__19,Left,-8,9,-9,7001,Caudate_L,0.8269230769230769,-12,9,8,223,L_NAC,1.0,-17,3,-9,11,Left_Accumbens,0.9038461538461539,-9,11,-7,51,NAc-shell-lh,0.9615384615384616,-10.0,10.0,-6.0
649,L__NAC__20,Left,-4,14,-3,7001,Caudate_L,1.0,-12,9,8,223,L_NAC,1.0,-17,3,-9,11,Left_Accumbens,0.09375,-9,11,-7,51,NAc-shell-lh,0.40625,-10.0,10.0,-6.0
650,L__NAC__21,Left,-16,-1,-10,7021,Pallidum_L,0.0,-19,-2,-2,223,L_NAC,1.0,-17,3,-9,7,Left_Pallidum,0.0,-19,-5,-1,54,aGP-lh,0.0,-16.0,0.0,-2.0
651,L__NAC__22,Left,-9,19,-4,7001,Caudate_L,1.0,-12,9,8,223,L_NAC,1.0,-17,3,-9,11,Left_Accumbens,0.26582278481012656,-9,11,-7,52,NAc-core-lh,0.7974683544303798,-12.0,18.0,-2.0
652,L__NAC__23,Left,-23,5,-12,7011,Putamen_L,0.4117647058823529,-25,2,1,223,L_NAC,1.0,-17,3,-9,6,Left_Putamen,0.11764705882352941,-25,1,0,40,PUT-VA-lh,0.23529411764705882,-20.0,12.0,-6.0
653,L__NAC__24,Left,-31,-11,-12,4101,Hippocampus_L,0.45098039215686275,-26,-22,-12,223,L_NAC,1.0,-17,3,-9,6,Left_Putamen,0.11764705882352941,-25,1,0,42,PUT-VP-lh,0.11764705882352941,-28.0,-12.0,0.0
654,L__NAC__25,Left,-14,13,-10,7011,Putamen_L,0.5490196078431373,-25,2,1,223,L_NAC,1.0,-17,3,-9,6,Left_Putamen,0.2549019607843137,-25,1,0,51,NAc-shell-lh,0.43137254901960786,-10.0,10.0,-6.0
655,L__NAC__26,Left,-17,8,-14,4201,Amygdala_L,0.0,-24,-2,-19,223,L_NAC,1.0,-17,3,-9,6,Left_Putamen,0.1111111111111111,-25,1,0,40,PUT-VA-lh,0.2857142857142857,-20.0,12.0,-6.0
656,L__NAC__27,Left,-11,11,-11,7001,Caudate_L,0.6883116883116883,-12,9,8,223,L_NAC,1.0,-17,3,-9,11,Left_Accumbens,0.6623376623376623,-9,11,-7,51,NAc-shell-lh,0.7402597402597403,-10.0,10.0,-6.0
657,L__NAC__28,Left,-17,2,-9,7011,Putamen_L,0.36065573770491804,-25,2,1,223,L_NAC,1.0,-17,3,-9,6,Left_Putamen,0.18032786885245902,-25,1,0,40,PUT-VA-lh,0.19672131147540983,-20.0,12.0,-6.0
658,L__NAC__29,Left,-30,-14,-7,7011,Putamen_L,0.45098039215686275,-25,2,1,223,L_NAC,1.0,-17,3,-9,6,Left_Putamen,0.8235294117647058,-25,1,0,42,PUT-VP-lh,0.8235294117647058,-28.0,-12.0,0.0
659,L__NAC__30,Left,-8,17,-7,7001,Caudate_L,1.0,-12,9,8,223,L_NAC,1.0,-17,3,-9,11,Left_Accumbens,0.4807692307692308,-9,11,-7,51,NAc-shell-lh,0.6346153846153846,-10.0,10.0,-6.0
660,L__NAC__31,Left,-23,8,-11,7011,Putamen_L,0.7307692307692307,-25,2,1,223,L_NAC,1.0,-17,3,-9,6,Left_Putamen,0.6153846153846154,-25,1,0,40,PUT-VA-lh,0.6923076923076923,-20.0,12.0,-6.0
661,L__NAC__32,Left,-8,5,-11,7001,Caudate_L,0.6981132075471698,-12,9,8,223,L_NAC,1.0,-17,3,-9,11,Left_Accumbens,0.22641509433962265,-9,11,-7,51,NAc-shell-lh,0.32075471698113206,-10.0,10.0,-6.0
662,L__NAC__33,Left,-25,-5,-9,7011,Putamen_L,0.25,-25,2,1,223,L_NAC,1.0,-17,3,-9,10,Left_Amygdala,0.019230769230769232,-23,-5,-18,41,PUT-DA-lh,0.038461538461538464,-24.0,6.0,2.0
663,L__NAC__34,Left,-13,4,-11,7011,Putamen_L,0.13846153846153847,-25,2,1,223,L_NAC,1.0,-17,3,-9,6,Left_Putamen,0.06153846153846154,-25,1,0,51,NAc-shell-lh,0.15384615384615385,-10.0,10.0,-6.0
664,L__NAC__35,Left,-18,13,-10,7011,Putamen_L,0.7884615384615384,-25,2,1,223,L_NAC,1.0,-17,3,-9,6,Left_Putamen,0.7307692307692307,-25,1,0,40,PUT-VA-lh,0.7884615384615384,-20.0,12.0,-6.0
665,L__NAC__36,Left,-33,-19,-7,7011,Putamen_L,0.3448275862068966,-25,2,1,223,L_NAC,1.0,-17,3,-9,6,Left_Putamen,0.034482758620689655,-25,1,0,42,PUT-VP-lh,0.034482758620689655,-28.0,-12.0,0.0
666,L__NAC__37,Left,-5,11,-5,7001,Caudate_L,1.0,-12,9,8,223,L_NAC,1.0,-17,3,-9,11,Left_Accumbens,0.6274509803921569,-9,11,-7,51,NAc-shell-lh,0.9803921568627451,-10.0,10.0,-6.0
667,L__NAC__38,Left,-26,-16,-5,4101,Hippocampus_L,0.0,-26,-22,-12,223,L_NAC,1.0,-17,3,-9,7,Left_Pallidum,0.32432432432432434,-19,-5,-1,42,PUT-VP-lh,0.43243243243243246,-28.0,-12.0,0.0
668,L__NAC__39,Left,-7,12,-11,7001,Caudate_L,1.0,-12,9,8,223,L_NAC,1.0,-17,3,-9,11,Left_Accumbens,0.13333333333333333,-9,11,-7,51,NAc-shell-lh,0.35,-10.0,10.0,-6.0
669,L__NAC__40,Left,-26,-10,-9,7011,Putamen_L,0.2033898305084746,-25,2,1,223,L_NAC,1.0,-17,3,-9,6,Left_Putamen,0.0847457627118644,-25,1,0,42,PUT-VP-lh,0.4915254237288136,-28.0,-12.0,0.0
670,L__NAC__41,Left,-13,2,-8,7021,Pallidum_L,0.34615384615384615,-19,-2,-2,223,L_NAC,1.0,-17,3,-9,6,Left_Putamen,0.09615384615384616,-25,1,0,54,aGP-lh,0.11538461538461539,-16.0,0.0,-2.0
671,L__NAC__42,Left,-28,-12,-10,7011,Putamen_L,0.19230769230769232,-25,2,1,223,L_NAC,1.0,-17,3,-9,6,Left_Putamen,0.3269230769230769,-25,1,0,42,PUT-VP-lh,0.5384615384615384,-28.0,-12.0,0.0
672,L__NAC__43,Left,-13,8,-14,7001,Caudate_L,0.1643835616438356,-12,9,8,223,L_NAC,1.0,-17,3,-9,11,Left_Accumbens,0.1095890410958904,-9,11,-7,51,NAc-shell-lh,0.1780821917808219,-10.0,10.0,-6.0
673,L__NAC__44,Left,-19,6,-12,7011,Putamen_L,0.4423076923076923,-25,2,1,223,L_NAC,1.0,-17,3,-9,6,Left_Putamen,0.5192307692307693,-25,1,0,40,PUT-VA-lh,0.7884615384615384,-20.0,12.0,-6.0
674,L__NAC__45,Left,-30,-18,-5,7011,Putamen_L,0.24444444444444444,-25,2,1,223,L_NAC,1.0,-17,3,-9,6,Left_Putamen,0.7111111111111111,-25,1,0,42,PUT-VP-lh,0.7555555555555555,-28.0,-12.0,0.0
675,L__NAC__46,Left,-27,1,-11,7011,Putamen_L,0.20689655172413793,-25,2,1,223,L_NAC,1.0,-17,3,-9,10,Left_Amygdala,0.0,-23,-5,-18,49,mAMY-lh,0.0,-20.0,-6.0,-16.0
676,L__NAC__47,Left,-16,6,-11,7011,Putamen_L,0.6883116883116883,-25,2,1,223,L_NAC,1.0,-17,3,-9,6,Left_Putamen,0.8181818181818182,-25,1,0,40,PUT-VA-lh,0.7662337662337663,-20.0,12.0,-6.0
677,L__NAC__48,Left,-8,13,-8,7001,Caudate_L,1.0,-12,9,8,223,L_NAC,1.0,-17,3,-9,11,Left_Accumbens,0.8524590163934426,-9,11,-7,51,NAc-shell-lh,0.9836065573770492,-10.0,10.0,-6.0
678,L__NAC__49,Left,-11,7,-10,7011,Putamen_L,0.6842105263157895,-25,2,1,223,L_NAC,1.0,-17,3,-9,11,Left_Accumbens,0.9649122807017544,-9,11,-7,51,NAc-shell-lh,0.8596491228070176,-10.0,10.0,-6.0
737,L__vmPu__1,Left,-20,18,0,7011,Putamen_L,0.4875,-25,2,1,225,L_vmPu,1.0,-23,7,-4,6,Left_Putamen,0.3,-25,1,0,40,PUT-VA-lh,0.4625,-20.0,12.0,-6.0
738,L__vmPu__2,Left,-31,-2,-10,7011,Putamen_L,0.2857142857142857,-25,2,1,225,L_vmPu,1.0,-23,7,-4,10,Left_Amygdala,0.0,-23,-5,-18,48,lAMY-lh,0.0,-26.0,-2.0,-22.0
739,L__vmPu__3,Left,-20,0,-6,7021,Pallidum_L,1.0,-19,-2,-2,225,L_vmPu,1.0,-23,7,-4,7,Left_Pallidum,0.5,-19,-5,-1,54,aGP-lh,0.5,-16.0,0.0,-2.0
740,L__vmPu__4,Left,-32,-10,-10,7011,Putamen_L,0.3,-25,2,1,225,L_vmPu,1.0,-23,7,-4,6,Left_Putamen,0.04,-25,1,0,42,PUT-VP-lh,0.0,-28.0,-12.0,0.0
741,L__vmPu__5,Left,-17,9,-2,7011,Putamen_L,0.6470588235294118,-25,2,1,225,L_vmPu,1.0,-23,7,-4,6,Left_Putamen,0.7450980392156863,-25,1,0,40,PUT-VA-lh,0.8235294117647058,-20.0,12.0,-6.0
742,L__vmPu__6,Left,-29,8,-8,7011,Putamen_L,0.6274509803921569,-25,2,1,225,L_vmPu,1.0,-23,7,-4,6,Left_Putamen,0.0196078431372549,-25,1,0,41,PUT-DA-lh,0.058823529411764705,-24.0,6.0,2.0
743,L__vmPu__7,Left,-18,0,-2,7021,Pallidum_L,1.0,-19,-2,-2,225,L_vmPu,1.0,-23,7,-4,7,Left_Pallidum,1.0,-19,-5,-1,54,aGP-lh,0.98,-16.0,0.0,-2.0
744,L__vmPu__8,Left,-25,12,-9,7011,Putamen_L,0.8627450980392157,-25,2,1,225,L_vmPu,1.0,-23,7,-4,6,Left_Putamen,0.43137254901960786,-25,1,0,40,PUT-VA-lh,0.4117647058823529,-20.0,12.0,-6.0
745,L__vmPu__9,Left,-14,4,-1,7021,Pallidum_L,0.9801980198019802,-19,-2,-2,225,L_vmPu,1.0,-23,7,-4,7,Left_Pallidum,0.8316831683168316,-19,-5,-1,54,aGP-lh,0.6732673267326733,-16.0,0.0,-2.0
746,L__vmPu__10,Left,-24,7,1,7011,Putamen_L,1.0,-25,2,1,225,L_vmPu,1.0,-23,7,-4,6,Left_Putamen,1.0,-25,1,0,41,PUT-DA-lh,1.0,-24.0,6.0,2.0
747,L__vmPu__11,Left,-21,15,-4,7011,Putamen_L,1.0,-25,2,1,225,L_vmPu,1.0,-23,7,-4,6,Left_Putamen,1.0,-25,1,0,40,PUT-VA-lh,1.0,-20.0,12.0,-6.0
748,L__vmPu__12,Left,-16,-1,-6,7021,Pallidum_L,0.9736842105263158,-19,-2,-2,225,L_vmPu,1.0,-23,7,-4,7,Left_Pallidum,0.8947368421052632,-19,-5,-1,54,aGP-lh,0.7894736842105263,-16.0,0.0,-2.0
749,L__vmPu__13,Left,-31,5,-9,7011,Putamen_L,0.08,-25,2,1,225,L_vmPu,1.0,-23,7,-4,6,Left_Putamen,0.0,-25,1,0,41,PUT-DA-lh,0.0,-24.0,6.0,2.0
750,L__vmPu__14,Left,-32,-6,-10,7011,Putamen_L,0.12121212121212122,-25,2,1,225,L_vmPu,1.0,-23,7,-4,10,Left_Amygdala,0.0,-23,-5,-18,42,PUT-VP-lh,0.0,-28.0,-12.0,0.0
751,L__vmPu__15,Left,-24,15,1,7011,Putamen_L,0.74,-25,2,1,225,L_vmPu,1.0,-23,7,-4,6,Left_Putamen,0.78,-25,1,0,40,PUT-VA-lh,0.36,-20.0,12.0,-6.0
752,L__vmPu__16,Left,-23,11,-5,7011,Putamen_L,1.0,-25,2,1,225,L_vmPu,1.0,-23,7,-4,6,Left_Putamen,1.0,-25,1,0,40,PUT-VA-lh,1.0,-20.0,12.0,-6.0
753,L__vmPu__17,Left,-27,12,-5,7011,Putamen_L,0.8627450980392157,-25,2,1,225,L_vmPu,1.0,-23,7,-4,6,Left_Putamen,0.3333333333333333,-25,1,0,40,PUT-VA-lh,0.21568627450980393,-20.0,12.0,-6.0
754,L__vmPu__18,Left,-33,-14,-9,7011,Putamen_L,0.5573770491803278,-25,2,1,225,L_vmPu,1.0,-23,7,-4,6,Left_Putamen,0.16393442622950818,-25,1,0,42,PUT-VP-lh,0.14754098360655737,-28.0,-12.0,0.0
755,L__vmPu__19,Left,-25,0,-2,7011,Putamen_L,0.803921568627451,-25,2,1,225,L_vmPu,1.0,-23,7,-4,6,Left_Putamen,1.0,-25,1,0,41,PUT-DA-lh,0.5294117647058824,-24.0,6.0,2.0
756,L__vmPu__20,Left,-24,18,-3,7011,Putamen_L,0.3333333333333333,-25,2,1,225,L_vmPu,1.0,-23,7,-4,6,Left_Putamen,0.4117647058823529,-25,1,0,40,PUT-VA-lh,0.1568627450980392,-20.0,12.0,-6.0
757,L__vmPu__21,Left,-13,0,-3,7021,Pallidum_L,1.0,-19,-2,-2,225,L_vmPu,1.0,-23,7,-4,7,Left_Pallidum,0.9565217391304348,-19,-5,-1,54,aGP-lh,1.0,-16.0,0.0,-2.0
758,L__vmPu__22,Left,-28,6,-9,7011,Putamen_L,0.5098039215686274,-25,2,1,225,L_vmPu,1.0,-23,7,-4,6,Left_Putamen,0.13725490196078433,-25,1,0,40,PUT-VA-lh,0.058823529411764705,-20.0,12.0,-6.0
759,L__vmPu__23,Left,-18,11,1,7011,Putamen_L,1.0,-25,2,1,225,L_vmPu,1.0,-23,7,-4,6,Left_Putamen,0.5882352941176471,-25,1,0,40,PUT-VA-lh,0.6666666666666666,-20.0,12.0,-6.0
760,L__vmPu__24,Left,-17,2,-4,7021,Pallidum_L,0.98,-19,-2,-2,225,L_vmPu,1.0,-23,7,-4,7,Left_Pallidum,0.86,-19,-5,-1,54,aGP-lh,0.68,-16.0,0.0,-2.0
761,L__vmPu__25,Left,-23,16,-6,7011,Putamen_L,0.8421052631578947,-25,2,1,225,L_vmPu,1.0,-23,7,-4,6,Left_Putamen,0.5789473684210527,-25,1,0,40,PUT-VA-lh,0.5614035087719298,-20.0,12.0,-6.0
762,L__vmPu__26,Left,-23,10,2,7011,Putamen_L,1.0,-25,2,1,225,L_vmPu,1.0,-23,7,-4,6,Left_Putamen,1.0,-25,1,0,41,PUT-DA-lh,0.9242424242424242,-24.0,6.0,2.0
763,L__vmPu__27,Left,-27,5,-5,7011,Putamen_L,1.0,-25,2,1,225,L_vmPu,1.0,-23,7,-4,6,Left_Putamen,1.0,-25,1,0,41,PUT-DA-lh,0.9824561403508771,-24.0,6.0,2.0
764,L__vmPu__28,Left,-32,1,-9,7011,Putamen_L,0.17142857142857143,-25,2,1,225,L_vmPu,1.0,-23,7,-4,6,Left_Putamen,0.0,-25,1,0,41,PUT-DA-lh,0.0,-24.0,6.0,2.0
765,L__vmPu__29,Left,-13,1,0,7021,Pallidum_L,1.0,-19,-2,-2,225,L_vmPu,1.0,-23,7,-4,7,Left_Pallidum,0.8958333333333334,-19,-5,-1,54,aGP-lh,0.9583333333333334,-16.0,0.0,-2.0
766,L__vmPu__30,Left,-25,14,-3,7011,Putamen_L,0.7719298245614035,-25,2,1,225,L_vmPu,1.0,-23,7,-4,6,Left_Putamen,0.8421052631578947,-25,1,0,40,PUT-VA-lh,0.7192982456140351,-20.0,12.0,-6.0
767,L__vmPu__31,Left,-21,5,1,7011,Putamen_L,0.6909090909090909,-25,2,1,225,L_vmPu,1.0,-23,7,-4,6,Left_Putamen,0.9818181818181818,-25,1,0,41,PUT-DA-lh,1.0,-24.0,6.0,2.0
768,L__vmPu__32,Left,-18,14,-2,7011,Putamen_L,0.9411764705882353,-25,2,1,225,L_vmPu,1.0,-23,7,-4,6,Left_Putamen,0.6274509803921569,-25,1,0,40,PUT-VA-lh,0.9411764705882353,-20.0,12.0,-6.0
769,L__vmPu__33,Left,-17,7,1,7021,Pallidum_L,0.6666666666666666,-19,-2,-2,225,L_vmPu,1.0,-23,7,-4,6,Left_Putamen,0.42592592592592593,-25,1,0,41,PUT-DA-lh,0.6296296296296297,-24.0,6.0,2.0
770,L__vmPu__34,Left,-23,-1,-5,7021,Pallidum_L,0.9019607843137255,-19,-2,-2,225,L_vmPu,1.0,-23,7,-4,6,Left_Putamen,0.5294117647058824,-25,1,0,41,PUT-DA-lh,0.6274509803921569,-24.0,6.0,2.0
771,L__vmPu__35,Left,-21,14,1,7011,Putamen_L,1.0,-25,2,1,225,L_vmPu,1.0,-23,7,-4,6,Left_Putamen,0.84,-25,1,0,40,PUT-VA-lh,0.74,-20.0,12.0,-6.0
772,L__vmPu__36,Left,-21,1,-2,7021,Pallidum_L,0.9393939393939394,-19,-2,-2,225,L_vmPu,1.0,-23,7,-4,6,Left_Putamen,0.5454545454545454,-25,1,0,41,PUT-DA-lh,0.6818181818181818,-24.0,6.0,2.0
773,L__vmPu__37,Left,-25,3,-9,7011,Putamen_L,0.8627450980392157,-25,2,1,225,L_vmPu,1.0,-23,7,-4,6,Left_Putamen,0.7647058823529411,-25,1,0,41,PUT-DA-lh,0.47058823529411764,-24.0,6.0,2.0
774,L__vmPu__38,Left,-22,17,2,7011,Putamen_L,0.84,-25,2,1,225,L_vmPu,1.0,-23,7,-4,6,Left_Putamen,0.5,-25,1,0,40,PUT-VA-lh,0.52,-20.0,12.0,-6.0
775,L__vmPu__39,Left,-25,9,-3,7011,Putamen_L,1.0,-25,2,1,225,L_vmPu,1.0,-23,7,-4,6,Left_Putamen,1.0,-25,1,0,41,PUT-DA-lh,0.6447368421052632,-24.0,6.0,2.0
776,L__vmPu__40,Left,-20,8,-1,7011,Putamen_L,1.0,-25,2,1,225,L_vmPu,1.0,-23,7,-4,6,Left_Putamen,1.0,-25,1,0,41,PUT-DA-lh,0.5774647887323944,-24.0,6.0,2.0
777,L__vmPu__41,Left,-21,18,-4,7011,Putamen_L,0.8627450980392157,-25,2,1,225,L_vmPu,1.0,-23,7,-4,6,Left_Putamen,0.8823529411764706,-25,1,0,40,PUT-VA-lh,0.7058823529411765,-20.0,12.0,-6.0
778,L__vmPu__42,Left,-24,2,-6,7011,Putamen_L,0.9019607843137255,-25,2,1,225,L_vmPu,1.0,-23,7,-4,6,Left_Putamen,1.0,-25,1,0,41,PUT-DA-lh,0.9607843137254902,-24.0,6.0,2.0
779,L__vmPu__43,Left,-25,8,-8,7011,Putamen_L,0.9538461538461539,-25,2,1,225,L_vmPu,1.0,-23,7,-4,6,Left_Putamen,0.7692307692307693,-25,1,0,40,PUT-VA-lh,0.6923076923076923,-20.0,12.0,-6.0
780,L__vmPu__44,Left,-24,5,-3,7011,Putamen_L,1.0,-25,2,1,225,L_vmPu,1.0,-23,7,-4,6,Left_Putamen,1.0,-25,1,0,41,PUT-DA-lh,1.0,-24.0,6.0,2.0
781,L__vmPu__45,Left,-21,11,-2,7011,Putamen_L,1.0,-25,2,1,225,L_vmPu,1.0,-23,7,-4,6,Left_Putamen,1.0,-25,1,0,40,PUT-VA-lh,0.95,-20.0,12.0,-6.0
782,L__vmPu__46,Left,-24,3,0,7011,Putamen_L,0.8823529411764706,-25,2,1,225,L_vmPu,1.0,-23,7,-4,6,Left_Putamen,1.0,-25,1,0,41,PUT-DA-lh,0.8235294117647058,-24.0,6.0,2.0
783,L__vmPu__47,Left,-19,4,-2,7021,Pallidum_L,0.8490566037735849,-19,-2,-2,225,L_vmPu,1.0,-23,7,-4,6,Left_Putamen,0.6415094339622641,-25,1,0,41,PUT-DA-lh,0.7547169811320755,-24.0,6.0,2.0
784,L__vmPu__48,Left,-29,2,-8,7011,Putamen_L,0.62,-25,2,1,225,L_vmPu,1.0,-23,7,-4,6,Left_Putamen,0.34,-25,1,0,41,PUT-DA-lh,0.36,-24.0,6.0,2.0
785,L__vmPu__49,Left,-22,5,-6,7011,Putamen_L,0.9285714285714286,-25,2,1,225,L_vmPu,1.0,-23,7,-4,6,Left_Putamen,1.0,-25,1,0,40,PUT-VA-lh,0.6904761904761905,-20.0,12.0,-6.0
786,L__vmPu__50,Left,-22,7,-6,7011,Putamen_L,0.9523809523809523,-25,2,1,225,L_vmPu,1.0,-23,7,-4,6,Left_Putamen,1.0,-25,1,0,40,PUT-VA-lh,0.9285714285714286,-20.0,12.0,-6.0
824,L__dCa__1,Left,-14,-4,22,7001,Caudate_L,0.8653846153846154,-12,9,8,227,L_dCa,1.0,-14,2,16,5,Left_Caudate,0.75,-13,9,10,47,CAU-tail-lh,0.5192307692307693,-14.0,-2.0,20.0
825,L__dCa__2,Left,-17,-24,20,7001,Caudate_L,0.1875,-12,9,8,227,L_dCa,1.0,-14,2,16,5,Left_Caudate,0.020833333333333332,-13,9,10,39,THA-DAl-lh,0.0,-14.0,-20.0,12.0
826,L__dCa__3,Left,-8,4,13,7001,Caudate_L,0.6470588235294118,-12,9,8,227,L_dCa,1.0,-14,2,16,5,Left_Caudate,0.39215686274509803,-13,9,10,46,CAU-body-lh,0.6078431372549019,-12.0,6.0,16.0
827,L__dCa__4,Left,-16,-9,20,7001,Caudate_L,0.9807692307692307,-12,9,8,227,L_dCa,1.0,-14,2,16,5,Left_Caudate,0.46153846153846156,-13,9,10,47,CAU-tail-lh,0.07692307692307693,-14.0,-2.0,20.0
828,L__dCa__5,Left,-9,7,11,7001,Caudate_L,1.0,-12,9,8,227,L_dCa,1.0,-14,2,16,5,Left_Caudate,0.9019607843137255,-13,9,10,46,CAU-body-lh,0.5882352941176471,-12.0,6.0,16.0
829,L__dCa__6,Left,-18,23,8,7001,Caudate_L,1.0,-12,9,8,227,L_dCa,1.0,-14,2,16,5,Left_Caudate,0.3023255813953488,-13,9,10,45,CAU-DA-lh,0.09302325581395349,-14.0,18.0,8.0
830,L__dCa__7,Left,-10,8,8,7001,Caudate_L,1.0,-12,9,8,227,L_dCa,1.0,-14,2,16,5,Left_Caudate,1.0,-13,9,10,44,CAU-VA-lh,1.0,-8.0,12.0,4.0
831,L__dCa__8,Left,-15,13,7,7001,Caudate_L,0.9615384615384616,-12,9,8,227,L_dCa,1.0,-14,2,16,5,Left_Caudate,0.9230769230769231,-13,9,10,45,CAU-DA-lh,0.9230769230769231,-14.0,18.0,8.0
832,L__dCa__9,Left,-18,-19,25,7001,Caudate_L,0.22,-12,9,8,227,L_dCa,1.0,-14,2,16,5,Left_Caudate,0.22,-13,9,10,39,THA-DAl-lh,0.0,-14.0,-20.0,12.0
833,L__dCa__10,Left,-15,-13,23,7001,Caudate_L,0.4782608695652174,-12,9,8,227,L_dCa,1.0,-14,2,16,5,Left_Caudate,0.6304347826086957,-13,9,10,47,CAU-tail-lh,0.0,-14.0,-2.0,20.0
834,L__dCa__11,Left,-20,-30,18,7101,Thalamus_L,0.0,-12,-19,6,227,L_dCa,1.0,-14,2,16,4,Left_Thalamus,0.0,-10,-19,6,39,THA-DAl-lh,0.0,-14.0,-20.0,12.0
835,L__dCa__12,Left,-11,7,19,7001,Caudate_L,0.8076923076923077,-12,9,8,227,L_dCa,1.0,-14,2,16,5,Left_Caudate,0.5576923076923077,-13,9,10,46,CAU-body-lh,0.6346153846153846,-12.0,6.0,16.0
836,L__dCa__13,Left,-18,20,6,7001,Caudate_L,0.9375,-12,9,8,227,L_dCa,1.0,-14,2,16,5,Left_Caudate,0.5833333333333334,-13,9,10,45,CAU-DA-lh,0.4375,-14.0,18.0,8.0
